synthetic_record_id,internal_project_id,record_mode,enrichment_source,synthetic_as_of_date,scenario_type,demo_case_id,mixed_signals,overlap_group_id,anomaly_notes,synthetic_disclaimer,real_state,real_constituency,real_category,real_work_description,real_allocation_amount,real_recommended_date,real_status,real_lifecycle_stage,real_ida,real_city,real_block,real_village,real_mp_name,real_house,implementing_district,implementing_agency,vendor_name,sanction_date,planned_start_date,planned_completion_date,actual_start_date,actual_completion_date,sanctioned_amount,expenditure_amount,latitude,longitude,coordinate_source,project_area,physical_progress_percent,milestone_number,milestone_amount,milestone_total_amount
synthetic:enr:26102:000028,internal:00e45a0d5e1ede8a1a3edc4022b8271ee3cd2dd7d73d67f41ae5248c4984cbf6,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Telangana,BHONGIR,Normal/Others,NA - Street lights,100000,2023-12-09,Unsanctioned,FUTURE,DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA,,Addaguduru,Kotamarthy,Shri Komati Reddy Venkat Reddy,Lok Sabha,YADADRI BHUVANAGIRI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA,SYNTHETIC YADADRI BHUVANAGIRI Lighting Works Constructions,,,,,,,,17.844744,79.049211,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Kotamarthy, Telangana",0,,,
synthetic:enr:26102:000029,internal:00e5a1216065aec715c2fa99b9a8e982a0d491aec77f0c640524aa0a2d6d1f9d,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,BAGHPAT,Normal/Others,"WS/MP506/2023-2024/30819 - Construction of roads, link roads, pathways or any other road with or without drainage system",1000000,2023-10-03,Sanctioned,FUTURE,DISTRICT MAGISTRATE MEERUT_IDA,,JANIKHURD,Dimoli,Satya Pal Singh,Lok Sabha,MEERUT [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE MEERUT_IDA,SYNTHETIC MEERUT Roadworks Constructions,2023-10-28,2023-11-12,2024-02-06,2023-11-12,,1000000,117000,26.694959,81.128002,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Dimoli, Uttar Pradesh",13,,,
synthetic:enr:26102:000030,internal:00eb2f24914deed38e961f1ca549ffc98e88d9278cb24254f4c65f932c75b21b,HYBRID,SYNTHETIC,2024-06-30,OVERLAP,,,synthetic:overlap:26102:0125,SYNTHETIC OVERLAP group: nearby coordinates and shared vendor for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,SRIPERUMBUDUR,Normal/Others,WS/MP755/2023-2024/42976 - Construction of rooms and halls in school and colleges,5000000,2023-11-01,Ongoing,ONGOING,District Collector Chengalpattu_IDA,Tambaram,,,Thalikkottai Rajuthevar Baalu,Lok Sabha,Chengalpattu [SYNTHETIC],SYNTHETIC implementing unit attached to District Collector Chengalpattu_IDA,SYNTHETIC Chengalpattu Building Works Constructions,2023-11-29,2023-12-19,2024-11-13,2024-01-01,,5000000,2922148,10.866392,78.750773,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near Tambaram, Tamil Nadu",62,1,2922148,2922148
synthetic:enr:26102:000031,internal:0100157ed4602a7756f58fd66bd91992e6795e55dba604e2c0d0c705456dfbb4,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,NAGINA(SC),Normal/Others,WS/MP790/2023-2024/4863 - Lighting of public spaces,166400,2023-07-20,Sanctioned,FUTURE,DISTRICT MAGISTRATE BIJNOR_IDA,,NOORPUR,Abdulla Nagar Dahana,Girish Chandra,Lok Sabha,BIJNOR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BIJNOR_IDA,SYNTHETIC BIJNOR Lighting Works Constructions,2023-08-23,2024-06-23,2024-08-07,,,166400,234084,26.889117,81.091283,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Abdulla Nagar Dahana, Uttar Pradesh",0,3,70394,211183
synthetic:enr:26102:000032,internal:010137dd613c644c632c3621578eb97859b005d1e2c89fec36a9680f0ead05c8,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Meghalaya,TURA,Normal/Others,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",200000,2024-02-18,Unsanctioned,FUTURE,DEPUTY COMMISSIONER SOUTH WEST GARO HILLS AMPATI_IDA,,Betasing,Betasing Bazar,Kum Agatha K Sangma,Lok Sabha,SOUTH WEST GARO HILLS AMPATI [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER SOUTH WEST GARO HILLS AMPATI_IDA,SYNTHETIC SOUTH WEST GARO HILLS AMPATI Roadworks Contractor,,,,,,,,25.127099,91.402413,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Betasing Bazar, Meghalaya",0,,,
synthetic:enr:26102:000033,internal:010934ecb8af0b68e0c6ee5e6edd378ee835bcacf2af953bd2a3382562898fe0,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Maharashtra,LATUR(SC),Normal/Others,WS/MP686/2023-2024/12328 - Lighting of public spaces,500000,2023-08-23,Sanctioned,FUTURE,DISTRICT COLLECTOR LATUR_IDA,,AHEMADPUR,Kalegaon,Sudhakar Tukaram Shrangre,Lok Sabha,LATUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR LATUR_IDA,SYNTHETIC LATUR Lighting Works Constructions,2023-09-22,2023-10-07,2024-01-03,2023-10-07,,500000,63000,19.82703,75.736759,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Kalegaon, Maharashtra",14,,,
synthetic:enr:26102:000034,internal:010a0cc3d431d7b008518125760a4095f2885aedc66792d8a54343c08901382f,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Telangana,NALGONDA,Normal/Others,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",400000,2023-12-12,Unsanctioned,FUTURE,DISTRICT COLLECTOR SURYAPET_IDA,Nereducharla,,,Uttam Kumar Nalamada Reddy,Lok Sabha,SURYAPET [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR SURYAPET_IDA,SYNTHETIC SURYAPET Roadworks Agency,,,,,,,,17.783169,79.193837,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Nereducharla, Telangana",0,,,
synthetic:enr:26102:000035,internal:010ddb5b7db552f5ee24211a25a242d4904c2ce93466097056d74e554d1b40a8,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Karnataka,Sitting Rajya Sabha,Normal/Others,WS/MP087/2023-2024/46107 - Lighting of public spaces,499900,2023-11-06,Unsanctioned,FUTURE,DEPUTY COMMISSIONER BIDAR_IDA,,BASAVAKALYAN,Bhosga,SHRI L HANUMANTHAIAH,Rajya Sabha,BIDAR [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER BIDAR_IDA,SYNTHETIC BIDAR Lighting Works Contractor,,,,,,,,15.222325,75.522337,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Bhosga, Karnataka",0,,,
synthetic:enr:26102:000036,internal:01103f55720265d1f0f3dcf20aa53d4ce6b851417204aeefbb6f55f242384147,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Karnataka,KOPPAL,Normal/Others,"NA - Construction of roads, approach roads, link roads and pathways",300000,2023-11-10,Unsanctioned,FUTURE,DEPUTY COMMISSIONER KOPPAL_IDA,,KUSHTAGI,Matur,Sanganna Amarappa Karadi,Lok Sabha,KOPPAL [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER KOPPAL_IDA,SYNTHETIC KOPPAL Roadworks Contractor,,,,,,,,15.248627,75.79686,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Matur, Karnataka",0,,,
synthetic:enr:26102:000037,internal:011401c4b35df880ea65bb681b09a23234c94f7aaf52468e509a1dcd8e5fe351,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,ANANDPUR SAHIB,Normal/Others,"WS/MP711/2023-2024/4409 - Construction of roads, approach roads, link roads and pathways",1000000,2023-07-18,Unsanctioned,FUTURE,DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA,,MAJRI,Majra (332),Manish Tewari,Lok Sabha,SAHIBZADA AJIT SINGH NAGAR MOHALI [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA,SYNTHETIC SAHIBZADA AJIT SINGH NAGAR MOHALI Roadworks Agency,,,,,,,,31.199273,75.690044,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Majra (332), Punjab",0,,,
synthetic:enr:26102:000038,internal:011519df5ca06dd2595c874f60754b5e06d32fba8f1663b3f0ccfc63ca4b867d,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jharkhand,DHANBAD,Normal/Others,"WS/MP434/2023-2024/22165 - Construction of roads, link roads, pathways or any other road with or without drainage system",300000,2023-09-17,Sanctioned,FUTURE,DEPUTY COMMISSIONER DHANBAD_IDA,Dhanbad,,,Pashupati Nath Singh,Lok Sabha,DHANBAD [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER DHANBAD_IDA,SYNTHETIC DHANBAD Roadworks Contractor,2023-10-03,2024-06-23,2025-02-16,,,300000,0,23.615058,85.424229,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Dhanbad, Jharkhand",0,,,
synthetic:enr:26102:000039,internal:011541f0f67f21c065d6d0bc6c49d55b5c74d248d8585b03163dabdffa168f88,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,SAMASTIPUR(SC),Normal/Others,"WS/MP320/2023-2024/37402 - Construction of roads, approach roads, link roads and pathways",1200000,2023-10-16,Unsanctioned,FUTURE,DISTRICT PLANNING OFFICER SAMASTIPUR_IDA,,PUSA,Chandauli,Shri Prince Raj,Lok Sabha,SAMASTIPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER SAMASTIPUR_IDA,SYNTHETIC SAMASTIPUR Roadworks Agency,,,,,,,,25.338879,85.308141,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Chandauli, Bihar",0,,,
synthetic:enr:26102:000040,internal:011a367729ab7a6cf6160d0733168acea7dd0dfdfa0e76e795e55b9351e2e9b8,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Rajasthan,GANGANAGAR(SC),Normal/Others,NA - Construction of rooms and halls in school and colleges,600000,2023-08-17,Unsanctioned,FUTURE,DISTRICT COLLECTOR SRIGANGANAGAR_IDA,,GANGANAGAR,3 Y,Nihal Chand Chauhan,Lok Sabha,SRIGANGANAGAR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR SRIGANGANAGAR_IDA,SYNTHETIC SRIGANGANAGAR Building Works Constructions,,,,,,,,27.196184,74.393829,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near 3 Y, Rajasthan",0,,,
synthetic:enr:26102:000041,internal:011ba4749ea07e0d82203d389a9ed3ee7cc1c74ec19f37413e8de14efd6b8f11,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Madhya Pradesh,HOSHANGABAD,Normal/Others,"WS/MP651/2023-2024/28150 - Construction of roads, link roads, pathways or any other road with or without drainage system",200000,2023-09-28,Sanctioned,FUTURE,DISTRICT COLLECTOR NARMADAPURAM_IDA,,SEONI MALWA,Jeerawah,Uday Pratap Singh,Lok Sabha,NARMADAPURAM [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR NARMADAPURAM_IDA,SYNTHETIC NARMADAPURAM Roadworks Contractor,2023-10-05,2024-06-23,2024-10-26,,,200000,0,23.240399,78.826743,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Jeerawah, Madhya Pradesh",0,,,
synthetic:enr:26102:000042,internal:0123c72028d0c044d647865eb8aa14e4014d4b3022a5244c2c51efd6ca3923dc,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Madhya Pradesh,Sitting Rajya Sabha,Normal/Others,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",1000000,2024-02-18,Unsanctioned,FUTURE,DISTRICT COLLECTOR BHOPAL_IDA,,Berasia,Garha Brahman,Smt Sumitra Balmik,Rajya Sabha,BHOPAL [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR BHOPAL_IDA,SYNTHETIC BHOPAL Roadworks Contractor,,,,,,,,22.794311,78.828082,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Garha Brahman, Madhya Pradesh",0,,,
synthetic:enr:26102:000043,internal:012b23cdd9eb0ac894e5938c2da31ab73414a5be7a6a0cf69d333ee6128296a3,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,NAGINA(SC),Normal/Others,WS/MP790/2023-2024/71477 - Lighting of public spaces,174000,2023-12-29,Sanctioned,FUTURE,DISTRICT MAGISTRATE BIJNOR_IDA,,Najibabad,Mohammad Amikhanpur,Girish Chandra,Lok Sabha,BIJNOR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BIJNOR_IDA,SYNTHETIC BIJNOR Lighting Works Agency,2024-01-16,2024-06-23,2024-09-06,,,174000,323182,27.048988,81.28396,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Mohammad Amikhanpur, Uttar Pradesh",0,3,70152,210457
synthetic:enr:26102:000044,internal:0130449c6ee12d42b406ec38d391a5d2bca65333fb4a6afb87f9d7ea9bda62fb,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Chhattisgarh,DURG,Normal/Others,"WS/MP568/2023-2024/22520 - Construction of roads, approach roads, link roads and pathways",500000,2023-09-18,Sanctioned,FUTURE,DISTRICT COLLECTOR DURG_IDA,,PATAN,Supkona,Vijay Baghel,Lok Sabha,DURG [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR DURG_IDA,SYNTHETIC DURG Roadworks Contractor,2023-09-26,2024-06-23,2024-12-24,,,500000,0,21.123549,81.62187,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Supkona, Chhattisgarh",0,,,
synthetic:enr:26102:000045,internal:013584150ff608c96253408c12017439e0374e7f83888e969c82102183aacf43,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,KHADOOR SAHIB,Normal/Others,NA - Construction of flood control embankments,200000,2023-08-22,Unsanctioned,FUTURE,Deputy Commissioner Tarn Taran_IDA,,PATTI-14,Jhugian Nur Mohammad (320),Shri Jasbir Singh,Lok Sabha,Tarn Taran [SYNTHETIC],SYNTHETIC implementing unit attached to Deputy Commissioner Tarn Taran_IDA,SYNTHETIC Tarn Taran General Works Contractor,,,,,,,,31.293897,75.227412,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Jhugian Nur Mohammad (320), Punjab",0,,,
synthetic:enr:26102:000046,internal:0149dbf715394f706ef7ba1b350cc396c72723717dba15329f774105cc41f182,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,HATHRAS (SC),Normal/Others,WS/MP803/2023-2024/16804 - Construction of bus-sheds or bus-stops,1384000,2023-09-05,Ongoing,ONGOING,DISTRICT MAGISTRATE HATHRAS_IDA,,SADABAD,Kursanda,Rajvir Diler,Lok Sabha,HATHRAS [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE HATHRAS_IDA,SYNTHETIC HATHRAS General Works Agency,2023-09-22,2023-10-13,2024-08-17,2023-10-19,,1384000,1954883,27.110972,80.717505,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Kursanda, Uttar Pradesh",29,2,749125,1498250
synthetic:enr:26102:000047,internal:0150845ad40a3edc493166e56e1341b453a3ac0c925a44fbde088d27ce4a2b6d,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Telangana,NALGONDA,Normal/Others,NA - Installing community drinking water plants,400000,2023-12-12,Unsanctioned,FUTURE,DISTRICT COLLECTOR SURYAPET_IDA,,GARIDE PALLY,Sarvaram,Uttam Kumar Nalamada Reddy,Lok Sabha,SURYAPET [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR SURYAPET_IDA,SYNTHETIC SURYAPET Water Systems Contractor,,,,,,,,17.989351,79.142161,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Water site near Sarvaram, Telangana",0,,,
